fill	x	y	key	showSelectedlegendfill	clickSelects	showSelected1	showSelected2	PANEL
transparent	0.572215375024825	-0.112281105959976	7 0.572215375024825	sub-optimal	X1<0.572215	3	7	1
transparent	0.573005669168197	-0.0717402566452314	7 0.573005669168197	sub-optimal	X1<0.573006	3	7	1
transparent	0.573851637658663	-1.57734934786512	7 0.573851637658663	sub-optimal	X1<0.573852	3	7	1
transparent	0.58514691866003	-1.44153470010223	7 0.58514691866003	sub-optimal	X1<0.585147	3	7	1
transparent	0.60493490321096	-1.31018684600167	7 0.60493490321096	sub-optimal	X1<0.604935	3	7	1
transparent	0.619537319638766	-1.18302091770294	7 0.619537319638766	sub-optimal	X1<0.619537	3	7	1
transparent	0.626159008126706	-1.05977849169783	7 0.626159008126706	sub-optimal	X1<0.626159	3	7	1
transparent	0.628333056811243	-0.940224409959058	7 0.628333056811243	sub-optimal	X1<0.628333	3	7	1
transparent	0.639989405288361	-0.824144065345315	7 0.639989405288361	sub-optimal	X1<0.639989	3	7	1
transparent	0.650781711214222	-0.7113410721346	7 0.650781711214222	sub-optimal	X1<0.650782	3	7	1
transparent	0.656476598698646	-0.601635257861041	7 0.656476598698646	sub-optimal	X1<0.656477	3	7	1
transparent	0.663753587985411	-0.494860924650281	7 0.663753587985411	sub-optimal	X1<0.663754	3	7	1
transparent	0.780066763050854	-0.255398605322419	4 0.780066763050854	sub-optimal	X1<0.780067	4	4	1
transparent	0.783065955736674	-0.0823266619227496	4 0.783065955736674	sub-optimal	X1<0.783066	4	4	1
transparent	0.798138087731786	-0.008384720399782	4 0.798138087731786	sub-optimal	X1<0.798138	4	4	1
transparent	0.811128479079343	-0.00781638291443798	4 0.811128479079343	sub-optimal	X1<0.811128	4	4	1
transparent	0.812777684652247	-0.066437990733732	4 0.812777684652247	sub-optimal	X1<0.812778	4	4	1
transparent	0.823572244727984	-0.176144866063275	4 0.823572244727984	sub-optimal	X1<0.823572	4	4	1
transparent	0.836909996694885	-0.332480557112753	4 0.836909996694885	sub-optimal	X1<0.836910	4	4	1
transparent	0.846959815360606	-0.0142729741568388	4 0.846959815360606	sub-optimal	X1<0.846960	4	4	1
transparent	0.86069655767642	-0.0762438021586611	4 0.86069655767642	sub-optimal	X1<0.860697	4	4	1
transparent	0.87679094739724	-0.0243185884484873	4 0.87679094739724	sub-optimal	X1<0.876791	4	4	1
transparent	0.886360694770701	0	4 0.886360694770701	sub-optimal	X1<0.886361	4	4	1
transparent	0.892978051677346	-0.0243185884484873	4 0.892978051677346	sub-optimal	X1<0.892978	4	4	1
transparent	0.901385988574475	-0.0982043785724471	4 0.901385988574475	sub-optimal	X1<0.901386	4	4	1
transparent	0.916760126361623	-0.224573539967487	4 0.916760126361623	sub-optimal	X1<0.916760	4	4	1
transparent	0.936779780313373	-0.408745486478047	4 0.936779780313373	sub-optimal	X1<0.936780	4	4	1
transparent	0.944541693083011	-0.659290001686703	4 0.944541693083011	sub-optimal	X1<0.944542	4	4	1
transparent	0.945256063947454	-0.989634054410466	4 0.945256063947454	sub-optimal	X1<0.945256	4	4	1
transparent	0.95451391255483	-0.31383167452239	4 0.95451391255483	sub-optimal	X1<0.954514	4	4	1
transparent	0.969223821070045	-0.574612647570746	4 0.969223821070045	sub-optimal	X1<0.969224	4	4	1
transparent	0.974826205405407	-0.956810297165525	4 0.974826205405407	sub-optimal	X1<0.974826	4	4	1
transparent	0.97522279410623	-0.255398605322419	4 0.97522279410623	sub-optimal	X1<0.975223	4	4	1
transparent	0.752031189505942	-0.346057159606632	5 0.752031189505942	sub-optimal	X1<0.752031	4	5	1
transparent	0.757987864781171	-0.220218560035052	5 0.757987864781171	sub-optimal	X1<0.757988	4	5	1
transparent	0.765270584844984	-0.131253285418046	5 0.765270584844984	sub-optimal	X1<0.765271	4	5	1
transparent	0.782156650675461	-0.0695956282586767	5 0.782156650675461	sub-optimal	X1<0.782157	4	5	1
transparent	0.794574634172022	-0.0294387565897143	5 0.794574634172022	sub-optimal	X1<0.794575	4	5	1
transparent	0.802527984022163	-0.00706006555170369	5 0.802527984022163	sub-optimal	X1<0.802528	4	5	1
transparent	0.813994431984611	1.77635683940025e-15	5 0.813994431984611	sub-optimal	X1<0.813994	4	5	1
transparent	0.821562366443686	-0.00662318894130642	5 0.821562366443686	sub-optimal	X1<0.821562	4	5	1
transparent	0.82712506945245	-0.025869895151919	5 0.82712506945245	sub-optimal	X1<0.827125	4	5	1
transparent	0.832905651186593	-0.393713794455726	5 0.832905651186593	sub-optimal	X1<0.832906	4	5	1
transparent	0.837000492843799	-0.300809410936283	5 0.837000492843799	sub-optimal	X1<0.837000	4	5	1
#FFA500	0.840770405950025	-2.33175016969266	5 0.840770405950025	can_split	X1<0.840770	4	5	1
transparent	0.849074885016307	-2.13100384418713	5 0.849074885016307	sub-optimal	X1<0.849075	4	5	1
transparent	0.855122883920558	-1.94288945293137	5 0.855122883920558	sub-optimal	X1<0.855123	4	5	1
transparent	0.857799059362151	-1.76590703020332	5 0.857799059362151	sub-optimal	X1<0.857799	4	5	1
transparent	0.863967077340931	-1.59880945640504	5 0.863967077340931	sub-optimal	X1<0.863967	4	5	1
transparent	0.870778688578866	-1.44054852846827	5 0.870778688578866	sub-optimal	X1<0.870779	4	5	1
transparent	0.883921780739911	-1.29023470880861	5 0.883921780739911	sub-optimal	X1<0.883922	4	5	1
transparent	0.907211738522165	-1.14710658323856	5 0.907211738522165	sub-optimal	X1<0.907212	4	5	1
transparent	0.931375607266091	-1.01050734237037	5 0.931375607266091	sub-optimal	X1<0.931376	4	5	1
transparent	0.943758383393288	-0.879866430707116	5 0.943758383393288	sub-optimal	X1<0.943758	4	5	1
transparent	0.948371022474021	-0.754685056341096	5 0.948371022474021	sub-optimal	X1<0.948371	4	5	1
transparent	0.953166913008317	-0.634524624762994	5 0.953166913008317	sub-optimal	X1<0.953167	4	5	1
transparent	0.958138818736188	-0.518997415328496	5 0.958138818736188	sub-optimal	X1<0.958139	4	5	1
transparent	0.4168148789322	-0.340789211900454	7 0.4168148789322	sub-optimal	X1<0.416815	4	7	1
transparent	0.427291237749159	-0.218427058478461	7 0.427291237749159	sub-optimal	X1<0.427291	4	7	1
transparent	0.432563537382521	-0.132110580820495	7 0.432563537382521	sub-optimal	X1<0.432564	4	7	1
transparent	0.438759828102775	-0.0721505053742249	7 0.438759828102775	sub-optimal	X1<0.438760	4	7	1
transparent	0.441852807882242	-0.0325956076991361	7 0.441852807882242	sub-optimal	X1<0.441853	4	7	1
transparent	0.444241595338099	-0.0095537298598245	7 0.444241595338099	sub-optimal	X1<0.444242	4	7	1
transparent	0.4490931147011	-0.00036515756096378	7 0.4490931147011	sub-optimal	X1<0.449093	4	7	1
transparent	0.457439052755944	-0.00315685110942177	7 0.457439052755944	sub-optimal	X1<0.457439	4	7	1
transparent	0.462654642178677	-0.0165850567850612	7 0.462654642178677	sub-optimal	X1<0.462655	4	7	1
transparent	0.465913347317837	-0.34082149595859	7 0.465913347317837	sub-optimal	X1<0.465913	4	7	1
transparent	0.473298299242742	-0.260162048055866	7 0.473298299242742	sub-optimal	X1<0.473298	4	7	1
transparent	0.483675657189451	-0.19216795383425	7 0.483675657189451	sub-optimal	X1<0.483676	4	7	1
transparent	0.495371556142345	-0.13567845377829	7 0.495371556142345	sub-optimal	X1<0.495372	4	7	1
transparent	0.502510058227927	-0.0897967358416576	7 0.502510058227926	sub-optimal	X1<0.502510	4	7	1
transparent	0.50866599928122	-0.0538367671334576	7 0.50866599928122	sub-optimal	X1<0.508666	4	7	1
transparent	0.523912533186376	-0.0272860982645611	7 0.523912533186376	sub-optimal	X1<0.523913	4	7	1
transparent	0.536206377553754	-0.00978004005072819	7 0.536206377553754	sub-optimal	X1<0.536206	4	7	1
transparent	0.541436879779212	-0.00108430556630168	7 0.541436879779212	sub-optimal	X1<0.541437	4	7	1
transparent	0.546994024771266	-0.00108430556630168	7 0.546994024771266	sub-optimal	X1<0.546994	4	7	1
transparent	0.5513289043447	-0.00978004005072819	7 0.5513289043447	sub-optimal	X1<0.551329	4	7	1
transparent	0.556530848611146	-0.354750211573016	7 0.556530848611146	sub-optimal	X1<0.556531	4	7	1
transparent	0.561612074496225	-0.282224742093044	7 0.561612074496225	sub-optimal	X1<0.561612	4	7	1
transparent	0.56591929984279	-0.217648479371054	7 0.56591929984279	sub-optimal	X1<0.565919	4	7	1
transparent	0.570373913738877	-0.160978769992674	7 0.570373913738877	sub-optimal	X1<0.570374	4	7	1
transparent	0.572215375024825	-0.112281105959976	7 0.572215375024825	sub-optimal	X1<0.572215	4	7	1
transparent	0.573005669168197	-0.0717402566452314	7 0.573005669168197	sub-optimal	X1<0.573006	4	7	1
transparent	0.573851637658663	-1.57734934786512	7 0.573851637658663	sub-optimal	X1<0.573852	4	7	1
transparent	0.58514691866003	-1.44153470010223	7 0.58514691866003	sub-optimal	X1<0.585147	4	7	1
transparent	0.60493490321096	-1.31018684600167	7 0.60493490321096	sub-optimal	X1<0.604935	4	7	1
transparent	0.619537319638766	-1.18302091770294	7 0.619537319638766	sub-optimal	X1<0.619537	4	7	1
transparent	0.626159008126706	-1.05977849169783	7 0.626159008126706	sub-optimal	X1<0.626159	4	7	1
transparent	0.628333056811243	-0.940224409959058	7 0.628333056811243	sub-optimal	X1<0.628333	4	7	1
transparent	0.639989405288361	-0.824144065345315	7 0.639989405288361	sub-optimal	X1<0.639989	4	7	1
transparent	0.650781711214222	-0.7113410721346	7 0.650781711214222	sub-optimal	X1<0.650782	4	7	1
transparent	0.656476598698646	-0.601635257861041	7 0.656476598698646	sub-optimal	X1<0.656477	4	7	1
transparent	0.663753587985411	-0.494860924650281	7 0.663753587985411	sub-optimal	X1<0.663754	4	7	1
transparent	0.0821269832085818	-0.802917026975472	8 0.0821269832085818	sub-optimal	X1<0.082127	4	8	1
transparent	0.0860745509853587	-0.977282778190109	8 0.0860745509853587	sub-optimal	X1<0.086075	4	8	1
transparent	0.0900922525906935	-1.15688187243158	8 0.0900922525906935	sub-optimal	X1<0.090092	4	8	1
transparent	0.0970493158092722	-0.00885296147274062	8 0.0970493158092722	sub-optimal	X1<0.097049	4	8	1
transparent	0.105814171838574	-0.0401073238600276	8 0.105814171838574	sub-optimal	X1<0.105814	4	8	1
transparent	0.11293201323133	-0.0904219763864305	8 0.11293201323133	sub-optimal	X1<0.112932	4	8	1
transparent	0.116796790622175	-0.104907787776362	8 0.116796790622175	sub-optimal	X1<0.116797	4	8	1
transparent	0.123480718466453	-0.0495203727798099	8 0.123480718466453	sub-optimal	X1<0.123481	4	8	1
transparent	0.128917979658581	-0.0156520896939725	8 0.128917979658581	sub-optimal	X1<0.128918	4	8	1
transparent	0.139814364374615	-0.000950932157657292	8 0.139814364374615	sub-optimal	X1<0.139814	4	8	1
transparent	0.150485596386716	-0.00371147112981518	8 0.150485596386716	sub-optimal	X1<0.150486	4	8	1
transparent	0.157571841380559	-0.0227118402486823	8 0.157571841380559	sub-optimal	X1<0.157572	4	8	1
transparent	0.164737868937664	-0.156791867097066	8 0.164737868937664	sub-optimal	X1<0.164738	4	8	1
transparent	0.173503854661249	-0.0938588502073259	8 0.173503854661249	sub-optimal	X1<0.173504	4	8	1
transparent	0.183423838345334	-0.0475173391425301	8 0.183423838345334	sub-optimal	X1<0.183424	4	8	1
transparent	0.190725144930184	-0.573935507796122	8 0.190725144930184	sub-optimal	X1<0.190725	4	8	1
transparent	0.198249337496236	-0.449924351178666	8 0.198249337496236	sub-optimal	X1<0.198249	4	8	1
transparent	0.199849189142697	-0.341684277436507	8 0.199849189142697	sub-optimal	X1<0.199849	4	8	1
transparent	0.20076536689885	-0.248577006061073	8 0.20076536689885	sub-optimal	X1<0.200765	4	8	1
transparent	0.203831824124791	-0.170196984740432	8 0.203831824124791	sub-optimal	X1<0.203832	4	8	1
transparent	0.21596745273564	-0.106360681410401	8 0.21596745273564	sub-optimal	X1<0.215967	4	8	1
transparent	0.233404179452918	-0.84552886430323	8 0.233404179452918	sub-optimal	X1<0.233404	4	8	1
transparent	0.243136907112785	-0.698947006251768	8 0.243136907112785	sub-optimal	X1<0.243137	4	8	1
transparent	0.252795475884341	-0.564965233334256	8 0.252795475884341	sub-optimal	X1<0.252795	4	8	1
#FFA500	0.267083358601667	-2.59243010374958	8 0.267083358601667	can_split	X1<0.267083	4	8	1
transparent	0.279368628049269	-2.36501268547291	8 0.279368628049269	sub-optimal	X1<0.279369	4	8	1
transparent	0.288140362594277	-2.14593448965236	8 0.288140362594277	sub-optimal	X1<0.288140	4	8	1
transparent	0.294210443040356	-1.93460330595416	8 0.294210443040356	sub-optimal	X1<0.294210	4	8	1
transparent	0.298555508372374	-1.73048806070992	8 0.298555508372374	sub-optimal	X1<0.298556	4	8	1
transparent	0.302601688425057	-1.5331106549431	8 0.302601688425057	sub-optimal	X1<0.302602	4	8	1
transparent	0.310484169400297	-1.34203912446515	8 0.310484169400297	sub-optimal	X1<0.310484	4	8	1
transparent	0.325905423727818	-1.15688187243158	8 0.325905423727818	sub-optimal	X1<0.325905	4	8	1
transparent	0.33800692204386	-0.977282778190109	8 0.33800692204386	sub-optimal	X1<0.338007	4	8	1
transparent	0.344732500030659	-0.802917026975472	8 0.344732500030659	sub-optimal	X1<0.344733	4	8	1
transparent	0.030959413619712	-0.43687365774165	9 0.030959413619712	sub-optimal	X1<0.030959	4	9	1
transparent	0.0395219983765855	-0.214661585419368	9 0.0395219983765855	sub-optimal	X1<0.039522	4	9	1
transparent	0.0536785916192457	-0.0838321734575196	9 0.0536785916192457	sub-optimal	X1<0.053679	4	9	1
transparent	0.0655585838248953	-0.565393758728028	9 0.0655585838248953	sub-optimal	X1<0.065559	4	9	1
transparent	0.0718155398499221	-0.34934808085514	9 0.0718155398499221	sub-optimal	X1<0.071816	4	9	1
transparent	0.0913896688725799	-0.195660989909047	9 0.0913896688725799	sub-optimal	X1<0.091390	4	9	1
transparent	0.11008392192889	-0.0917734493975964	9 0.11008392192889	sub-optimal	X1<0.110084	4	9	1
transparent	0.12285215803422	-0.509232242913765	9 0.12285215803422	sub-optimal	X1<0.122852	4	9	1
transparent	0.131496121990494	-0.33619785911651	9 0.131496121990494	sub-optimal	X1<0.131496	4	9	1
transparent	0.135558155016042	-0.934434413465421	9 0.135558155016042	sub-optimal	X1<0.135558	4	9	1
transparent	0.143081043031998	-1.80140832672588	9 0.143081043031998	sub-optimal	X1<0.143081	4	9	1
#FFA500	0.148332321085036	-2.9410522063061	9 0.148332321085036	can_split	X1<0.148332	4	9	1
transparent	0.156223867321387	-2.52002250120197	9 0.156223867321387	sub-optimal	X1<0.156224	4	9	1
transparent	0.165626396075822	-2.14476942663119	9 0.165626396075822	sub-optimal	X1<0.165626	4	9	1
transparent	0.170147194410674	-1.80974875689023	9 0.170147194410674	sub-optimal	X1<0.170147	4	9	1
transparent	0.17518878984265	-1.51063375292015	9 0.17518878984265	sub-optimal	X1<0.175189	4	9	1
transparent	0.178294185781851	-2.60498152808639	9 0.178294185781851	sub-optimal	X1<0.178294	4	9	1
transparent	0.179636680521071	-2.25500692344347	9 0.179636680521071	sub-optimal	X1<0.179637	4	9	1
transparent	0.182096664444543	-1.9356847644536	9 0.182096664444543	sub-optimal	X1<0.182097	4	9	1
transparent	0.184127744054422	-1.64460771614272	9 0.184127744054422	sub-optimal	X1<0.184128	4	9	1
transparent	0.185072884894907	-1.37985222757083	9 0.185072884894907	sub-optimal	X1<0.185073	4	9	1
transparent	0.193099119700491	-2.52810918040041	9 0.193099119700491	sub-optimal	X1<0.193099	4	9	1
transparent	0.209804961457849	-2.20619585139278	9 0.209804961457849	sub-optimal	X1<0.209805	4	9	1
transparent	0.22878497641068	-1.90737182540898	9 0.22878497641068	sub-optimal	X1<0.228785	4	9	1
transparent	0.24782305106055	-1.63050066670505	9 0.24782305106055	sub-optimal	X1<0.247823	4	9	1
transparent	0.2660762706073	-1.37472408130236	9 0.2660762706073	sub-optimal	X1<0.266076	4	9	1
transparent	0.275551112601534	-1.13944664273079	9 0.275551112601534	sub-optimal	X1<0.275551	4	9	1
transparent	0.279929986572824	-0.924332338538505	9 0.279929986572824	sub-optimal	X1<0.279930	4	9	1
transparent	0.284796578576788	-2.11087436564968	9 0.284796578576788	sub-optimal	X1<0.284797	4	9	1
transparent	0.286204032832757	-1.8230071564581	9 0.286204032832757	sub-optimal	X1<0.286204	4	9	1
transparent	0.287516793585382	-1.55217596893833	9 0.287516793585382	sub-optimal	X1<0.287517	4	9	1
transparent	0.290062354761176	-1.29828982157103	9 0.290062354761176	sub-optimal	X1<0.290062	4	9	1
transparent	0.294476487673819	-1.06152428458308	9 0.294476487673819	sub-optimal	X1<0.294476	4	9	1
transparent	0.303634547744878	-0.842378611437862	9 0.303634547744878	sub-optimal	X1<0.303635	4	9	1
transparent	0.311019049375318	-0.641768603613482	9 0.311019049375318	sub-optimal	X1<0.311019	4	9	1
transparent	0.31768971902784	-0.461177889696348	9 0.31768971902784	sub-optimal	X1<0.317690	4	9	1
transparent	0.335497342864983	-0.302910781087849	9 0.335497342864983	sub-optimal	X1<0.335497	4	9	1
transparent	0.348180329776369	-0.170534160647343	9 0.348180329776369	sub-optimal	X1<0.348180	4	9	1
transparent	0.354925496852957	-0.0697007673492642	9 0.354925496852957	sub-optimal	X1<0.354925	4	9	1
transparent	0.367060573771596	-0.0098252938314829	9 0.367060573771596	sub-optimal	X1<0.367061	4	9	1
transparent	0.780066763050854	-0.255398605322419	4 0.780066763050854	sub-optimal	X1<0.780067	5	4	1
transparent	0.783065955736674	-0.0823266619227496	4 0.783065955736674	sub-optimal	X1<0.783066	5	4	1
transparent	0.798138087731786	-0.008384720399782	4 0.798138087731786	sub-optimal	X1<0.798138	5	4	1
transparent	0.811128479079343	-0.00781638291443798	4 0.811128479079343	sub-optimal	X1<0.811128	5	4	1
transparent	0.812777684652247	-0.066437990733732	4 0.812777684652247	sub-optimal	X1<0.812778	5	4	1
transparent	0.823572244727984	-0.176144866063275	4 0.823572244727984	sub-optimal	X1<0.823572	5	4	1
transparent	0.836909996694885	-0.332480557112753	4 0.836909996694885	sub-optimal	X1<0.836910	5	4	1
transparent	0.846959815360606	-0.0142729741568388	4 0.846959815360606	sub-optimal	X1<0.846960	5	4	1
transparent	0.86069655767642	-0.0762438021586611	4 0.86069655767642	sub-optimal	X1<0.860697	5	4	1
transparent	0.87679094739724	-0.0243185884484873	4 0.87679094739724	sub-optimal	X1<0.876791	5	4	1
transparent	0.886360694770701	0	4 0.886360694770701	sub-optimal	X1<0.886361	5	4	1
transparent	0.892978051677346	-0.0243185884484873	4 0.892978051677346	sub-optimal	X1<0.892978	5	4	1
transparent	0.901385988574475	-0.0982043785724471	4 0.901385988574475	sub-optimal	X1<0.901386	5	4	1
transparent	0.916760126361623	-0.224573539967487	4 0.916760126361623	sub-optimal	X1<0.916760	5	4	1
transparent	0.936779780313373	-0.408745486478047	4 0.936779780313373	sub-optimal	X1<0.936780	5	4	1
transparent	0.944541693083011	-0.659290001686703	4 0.944541693083011	sub-optimal	X1<0.944542	5	4	1
transparent	0.945256063947454	-0.989634054410466	4 0.945256063947454	sub-optimal	X1<0.945256	5	4	1
transparent	0.95451391255483	-0.31383167452239	4 0.95451391255483	sub-optimal	X1<0.954514	5	4	1
transparent	0.969223821070045	-0.574612647570746	4 0.969223821070045	sub-optimal	X1<0.969224	5	4	1
transparent	0.974826205405407	-0.956810297165525	4 0.974826205405407	sub-optimal	X1<0.974826	5	4	1
transparent	0.97522279410623	-0.255398605322419	4 0.97522279410623	sub-optimal	X1<0.975223	5	4	1
transparent	0.752031189505942	-0.346057159606632	5 0.752031189505942	sub-optimal	X1<0.752031	5	5	1
transparent	0.757987864781171	-0.220218560035052	5 0.757987864781171	sub-optimal	X1<0.757988	5	5	1
transparent	0.765270584844984	-0.131253285418046	5 0.765270584844984	sub-optimal	X1<0.765271	5	5	1
transparent	0.782156650675461	-0.0695956282586767	5 0.782156650675461	sub-optimal	X1<0.782157	5	5	1
transparent	0.794574634172022	-0.0294387565897143	5 0.794574634172022	sub-optimal	X1<0.794575	5	5	1
transparent	0.802527984022163	-0.00706006555170369	5 0.802527984022163	sub-optimal	X1<0.802528	5	5	1
transparent	0.813994431984611	1.77635683940025e-15	5 0.813994431984611	sub-optimal	X1<0.813994	5	5	1
transparent	0.821562366443686	-0.00662318894130642	5 0.821562366443686	sub-optimal	X1<0.821562	5	5	1
transparent	0.82712506945245	-0.025869895151919	5 0.82712506945245	sub-optimal	X1<0.827125	5	5	1
transparent	0.832905651186593	-0.393713794455726	5 0.832905651186593	sub-optimal	X1<0.832906	5	5	1
transparent	0.837000492843799	-0.300809410936283	5 0.837000492843799	sub-optimal	X1<0.837000	5	5	1
#FFA500	0.840770405950025	-2.33175016969266	5 0.840770405950025	can_split	X1<0.840770	5	5	1
transparent	0.849074885016307	-2.13100384418713	5 0.849074885016307	sub-optimal	X1<0.849075	5	5	1
transparent	0.855122883920558	-1.94288945293137	5 0.855122883920558	sub-optimal	X1<0.855123	5	5	1
transparent	0.857799059362151	-1.76590703020332	5 0.857799059362151	sub-optimal	X1<0.857799	5	5	1
transparent	0.863967077340931	-1.59880945640504	5 0.863967077340931	sub-optimal	X1<0.863967	5	5	1
transparent	0.870778688578866	-1.44054852846827	5 0.870778688578866	sub-optimal	X1<0.870779	5	5	1
transparent	0.883921780739911	-1.29023470880861	5 0.883921780739911	sub-optimal	X1<0.883922	5	5	1
transparent	0.907211738522165	-1.14710658323856	5 0.907211738522165	sub-optimal	X1<0.907212	5	5	1
transparent	0.931375607266091	-1.01050734237037	5 0.931375607266091	sub-optimal	X1<0.931376	5	5	1
transparent	0.943758383393288	-0.879866430707116	5 0.943758383393288	sub-optimal	X1<0.943758	5	5	1
transparent	0.948371022474021	-0.754685056341096	5 0.948371022474021	sub-optimal	X1<0.948371	5	5	1
transparent	0.953166913008317	-0.634524624762994	5 0.953166913008317	sub-optimal	X1<0.953167	5	5	1
transparent	0.958138818736188	-0.518997415328496	5 0.958138818736188	sub-optimal	X1<0.958139	5	5	1
transparent	0.0821269832085818	-0.802917026975472	8 0.0821269832085818	sub-optimal	X1<0.082127	5	8	1
transparent	0.0860745509853587	-0.977282778190109	8 0.0860745509853587	sub-optimal	X1<0.086075	5	8	1
transparent	0.0900922525906935	-1.15688187243158	8 0.0900922525906935	sub-optimal	X1<0.090092	5	8	1
transparent	0.0970493158092722	-0.00885296147274062	8 0.0970493158092722	sub-optimal	X1<0.097049	5	8	1
transparent	0.105814171838574	-0.0401073238600276	8 0.105814171838574	sub-optimal	X1<0.105814	5	8	1
transparent	0.11293201323133	-0.0904219763864305	8 0.11293201323133	sub-optimal	X1<0.112932	5	8	1
transparent	0.116796790622175	-0.104907787776362	8 0.116796790622175	sub-optimal	X1<0.116797	5	8	1
transparent	0.123480718466453	-0.0495203727798099	8 0.123480718466453	sub-optimal	X1<0.123481	5	8	1
transparent	0.128917979658581	-0.0156520896939725	8 0.128917979658581	sub-optimal	X1<0.128918	5	8	1
transparent	0.139814364374615	-0.000950932157657292	8 0.139814364374615	sub-optimal	X1<0.139814	5	8	1
transparent	0.150485596386716	-0.00371147112981518	8 0.150485596386716	sub-optimal	X1<0.150486	5	8	1
transparent	0.157571841380559	-0.0227118402486823	8 0.157571841380559	sub-optimal	X1<0.157572	5	8	1
transparent	0.164737868937664	-0.156791867097066	8 0.164737868937664	sub-optimal	X1<0.164738	5	8	1
transparent	0.173503854661249	-0.0938588502073259	8 0.173503854661249	sub-optimal	X1<0.173504	5	8	1
transparent	0.183423838345334	-0.0475173391425301	8 0.183423838345334	sub-optimal	X1<0.183424	5	8	1
transparent	0.190725144930184	-0.573935507796122	8 0.190725144930184	sub-optimal	X1<0.190725	5	8	1
transparent	0.198249337496236	-0.449924351178666	8 0.198249337496236	sub-optimal	X1<0.198249	5	8	1
transparent	0.199849189142697	-0.341684277436507	8 0.199849189142697	sub-optimal	X1<0.199849	5	8	1
transparent	0.20076536689885	-0.248577006061073	8 0.20076536689885	sub-optimal	X1<0.200765	5	8	1
transparent	0.203831824124791	-0.170196984740432	8 0.203831824124791	sub-optimal	X1<0.203832	5	8	1
transparent	0.21596745273564	-0.106360681410401	8 0.21596745273564	sub-optimal	X1<0.215967	5	8	1
transparent	0.233404179452918	-0.84552886430323	8 0.233404179452918	sub-optimal	X1<0.233404	5	8	1
transparent	0.243136907112785	-0.698947006251768	8 0.243136907112785	sub-optimal	X1<0.243137	5	8	1
transparent	0.252795475884341	-0.564965233334256	8 0.252795475884341	sub-optimal	X1<0.252795	5	8	1
#FFA500	0.267083358601667	-2.59243010374958	8 0.267083358601667	can_split	X1<0.267083	5	8	1
transparent	0.279368628049269	-2.36501268547291	8 0.279368628049269	sub-optimal	X1<0.279369	5	8	1
transparent	0.288140362594277	-2.14593448965236	8 0.288140362594277	sub-optimal	X1<0.288140	5	8	1
transparent	0.294210443040356	-1.93460330595416	8 0.294210443040356	sub-optimal	X1<0.294210	5	8	1
transparent	0.298555508372374	-1.73048806070992	8 0.298555508372374	sub-optimal	X1<0.298556	5	8	1
transparent	0.302601688425057	-1.5331106549431	8 0.302601688425057	sub-optimal	X1<0.302602	5	8	1
transparent	0.310484169400297	-1.34203912446515	8 0.310484169400297	sub-optimal	X1<0.310484	5	8	1
transparent	0.325905423727818	-1.15688187243158	8 0.325905423727818	sub-optimal	X1<0.325905	5	8	1
transparent	0.33800692204386	-0.977282778190109	8 0.33800692204386	sub-optimal	X1<0.338007	5	8	1
transparent	0.344732500030659	-0.802917026975472	8 0.344732500030659	sub-optimal	X1<0.344733	5	8	1
transparent	0.030959413619712	-0.43687365774165	9 0.030959413619712	sub-optimal	X1<0.030959	5	9	1
transparent	0.0395219983765855	-0.214661585419368	9 0.0395219983765855	sub-optimal	X1<0.039522	5	9	1
transparent	0.0536785916192457	-0.0838321734575196	9 0.0536785916192457	sub-optimal	X1<0.053679	5	9	1
transparent	0.0655585838248953	-0.565393758728028	9 0.0655585838248953	sub-optimal	X1<0.065559	5	9	1
transparent	0.0718155398499221	-0.34934808085514	9 0.0718155398499221	sub-optimal	X1<0.071816	5	9	1
transparent	0.0913896688725799	-0.195660989909047	9 0.0913896688725799	sub-optimal	X1<0.091390	5	9	1
transparent	0.11008392192889	-0.0917734493975964	9 0.11008392192889	sub-optimal	X1<0.110084	5	9	1
transparent	0.12285215803422	-0.509232242913765	9 0.12285215803422	sub-optimal	X1<0.122852	5	9	1
transparent	0.131496121990494	-0.33619785911651	9 0.131496121990494	sub-optimal	X1<0.131496	5	9	1
transparent	0.135558155016042	-0.934434413465421	9 0.135558155016042	sub-optimal	X1<0.135558	5	9	1
transparent	0.143081043031998	-1.80140832672588	9 0.143081043031998	sub-optimal	X1<0.143081	5	9	1
#4DAF4A	0.148332321085036	-2.9410522063061	9 0.148332321085036	chosen_split	X1<0.148332	5	9	1
transparent	0.156223867321387	-2.52002250120197	9 0.156223867321387	sub-optimal	X1<0.156224	5	9	1
transparent	0.165626396075822	-2.14476942663119	9 0.165626396075822	sub-optimal	X1<0.165626	5	9	1
transparent	0.170147194410674	-1.80974875689023	9 0.170147194410674	sub-optimal	X1<0.170147	5	9	1
transparent	0.17518878984265	-1.51063375292015	9 0.17518878984265	sub-optimal	X1<0.175189	5	9	1
transparent	0.178294185781851	-2.60498152808639	9 0.178294185781851	sub-optimal	X1<0.178294	5	9	1
transparent	0.179636680521071	-2.25500692344347	9 0.179636680521071	sub-optimal	X1<0.179637	5	9	1
transparent	0.182096664444543	-1.9356847644536	9 0.182096664444543	sub-optimal	X1<0.182097	5	9	1
transparent	0.184127744054422	-1.64460771614272	9 0.184127744054422	sub-optimal	X1<0.184128	5	9	1
